GEOID,GEOID11,16+_emp_rate,16+_uemp_rate,uemp_rate,med_hhinc,pop,pct_white,pct_black,pct_asian,pct_other,tol_hu,med_value,pct_noins,pct_poverty,city,metro,med_rent
1400000US06037554104,6037554104,61.1,6.5,9.6,63625,2505,22.6,15.9,15.2,46.4,100,464.8,11.3,23.3,,,1197
1400000US06037554105,6037554105,60,5.3,8.1,42688,4569,27.2,23.9,9.4,39.5,100,325.6,15.6,24.9,,,1300
1400000US06037554201,6037554201,58.7,4.1,6.5,83682,4671,34.3,4.8,10,51,100,433,11.2,4.9,,,1659
1400000US06037554203,6037554203,67.6,2.7,3.9,51667,3671,47.5,5,7.6,39.9,100,472.8,9.3,8.2,,,1079
1400000US06037554204,6037554204,55.5,4.1,6.9,37405,4417,31.1,12.3,10.3,46.3,150,433.8,17.8,14.2,,,1116
1400000US06037554301,6037554301,61.5,3.6,5.5,60114,3348,23.6,15.4,10.1,50.9,70,366.9,13.7,9.3,,,1581
1400000US06037554302,6037554302,64.1,4.6,6.7,53789,4400,14.5,17.4,19.5,48.6,90,335.2,15.5,19.5,,,1326
1400000US06037554403,6037554403,62.5,4.5,6.7,42440,5588,22.4,22.5,10.4,44.7,150,286.1,12.6,22.9,,,1272
1400000US06037554404,6037554404,59.8,5.7,8.7,46679,4096,28,21.8,16.4,33.9,100,364.5,12.5,17,,,1363
1400000US06037554405,6037554405,57.5,2.3,3.8,47934,3045,23.9,27.8,11.8,36.6,90,450,16,16.7,,,1213
1400000US06037554406,6037554406,55.4,2.6,4.5,75685,5030,41.1,9.9,23.5,25.4,150,503.7,10.1,11.5,,,1302
1400000US06037554511,6037554511,56.3,3.4,5.7,89342,4180,22.4,5.7,65.8,6.1,100,682.2,5.4,3.4,,,2246
1400000US06037554512,6037554512,51.3,3.7,6.8,118661,6231,18.2,4.2,71.4,6.2,200,690.2,4.8,4.3,,,2544
1400000US06037554513,6037554513,57.2,2.9,4.8,94375,2727,16,6.1,68.8,9.2,150,580.5,7.6,6.1,,,2353
1400000US06037554514,6037554514,56.9,3.4,5.6,90152,4796,18.1,9.5,59.7,12.7,150,614.1,13.1,4.9,,,2194
1400000US06037554515,6037554515,54,3.5,6.1,97647,3738,24.8,10.9,42.7,21.5,100,643,3.5,6.5,,,2427
1400000US06037554516,6037554516,55.6,5.7,9.2,109792,3955,18.7,14,59.6,7.8,100,713,6.1,0.9,,,3071
1400000US06037554517,6037554517,53.3,3.2,5.7,97750,4389,13.7,2.2,74.4,9.6,150,655.2,6.3,7.5,,,1991
1400000US06037554518,6037554518,53.7,3.1,5.5,97992,5420,19.6,7.3,62.7,10.4,150,662.5,2.6,4.8,,,2521
1400000US06037554519,6037554519,47.5,3.2,6.4,132946,3675,16.5,3.8,63.9,15.7,100,784.4,2.6,4.9,,,2750
1400000US06037554521,6037554521,49.3,3.8,7.1,78274,6193,28.9,9.1,44.2,17.7,200,611.5,3.1,4.6,,,1838
1400000US06037554522,6037554522,48.3,2.8,5.5,105917,4868,25.1,9.4,50.6,14.9,150,646.5,4.7,6.1,,,2604
1400000US06037554600,6037554600,60.2,4.3,6.6,71250,4507,47.6,4.3,33.2,14.9,100,417,18.2,18.7,,,1595
1400000US06037554700,6037554700,53.6,7,11.5,67409,4437,32.6,1.4,14.9,51.1,100,378.6,14.8,11.3,,,1760
1400000US06037554801,6037554801,62.9,2.3,3.5,57500,3053,40.7,1.1,11.5,46.7,90,374.7,15.5,16.6,,,1559
1400000US06037554802,6037554802,50.5,4.4,7.9,73125,6477,30.9,3.4,44.7,21,150,527.3,11,10.9,,,1645
1400000US06037554900,6037554900,57.6,2.7,4.6,58438,7287,30.9,3.1,41.5,24.5,100,529,8.9,6.8,,,1563
1400000US06037555001,6037555001,55.8,4.6,7.6,70787,5454,30.8,6.3,30.6,32.3,150,495.8,10.4,14.2,,,1634
1400000US06037555002,6037555002,65.4,2.2,3.2,81393,3512,46.1,5.4,17.2,31.3,100,451.4,10.4,9,,,1642
1400000US06037555102,6037555102,57.6,2.5,4.2,44591,6001,20.3,10.3,27.6,41.8,150,366.7,17.1,15.9,,,1328
1400000US06037555103,6037555103,66.2,3.6,5.1,84375,4876,31.5,9.6,36.6,22.3,100,485.5,9.8,9.6,,,1671
1400000US06037555104,6037555104,66,8.7,11.7,70346,4237,34.1,8.6,24.5,32.9,100,383.2,15.7,9.8,,,1356
1400000US06037555202,6037555202,55.7,4.6,7.6,112127,3537,80.2,2.9,12,5,100,691.9,1.4,8.8,,,2425
1400000US06037555211,6037555211,52.5,3.2,5.7,44521,5796,21.2,1.8,6.6,70.4,100,382.5,11.2,25.6,,,1298
1400000US06037555212,6037555212,54.6,2.7,4.8,50329,4849,27.2,4.2,6.7,61.9,90,286.7,11,24.5,,,1501
1400000US06037570001,6037570001,62.4,5.4,8,88917,4951,47.9,7.1,17.9,27.1,150,558.6,9.8,8.2,,,1395
1400000US06037570002,6037570002,62.4,2.2,3.4,89167,2935,55.5,8.5,11.1,24.9,150,486.2,2.8,7.1,,,1205
1400000US06037570003,6037570003,58.2,2,3.4,93924,4076,50.3,8,18.4,23.3,150,475.6,5,3.9,,,2073
1400000US06037570100,6037570100,48.3,8,14.2,85577,3266,37.5,27.3,15.6,19.6,100,475.2,7.3,18.9,,,2060
1400000US06037570202,6037570202,62.3,7.1,10.3,58958,5982,29.3,15.8,10.5,44.4,150,370.1,8.5,15.3,,,1338
1400000US06037570203,6037570203,64.1,9.3,12.7,44354,4071,22.6,21.5,2,53.9,100,382.7,13.2,20.5,,,1256
1400000US06037570204,6037570204,53.1,10.9,17.1,55438,4384,27.5,18.5,13.6,40.5,80,402.3,12.1,20.1,,,1106
1400000US06037570301,6037570301,64.3,5.8,8.3,38293,7585,31.4,12.9,7.9,47.8,90,381,12.9,22.5,,,1105
1400000US06037570303,6037570303,58.5,3.6,5.7,41928,4239,24.6,13.2,12.4,49.8,90,345.3,9.1,27.7,,,1261
1400000US06037570304,6037570304,64.8,3.2,4.7,54214,5112,22.2,21.4,10.1,46.3,100,348.1,11.1,20.8,,,1160
1400000US06037570402,6037570402,56.1,9.1,13.9,74597,3509,17.1,43.6,3.9,35.4,100,370.1,9.4,10.2,,,1352
1400000US06037570403,6037570403,57.5,6.7,10.4,42051,4893,21.5,9,6.3,63.3,90,367.6,18.4,30.7,,,1112
1400000US06037570404,6037570404,58.8,7.2,10.9,52083,3554,23.8,19.4,4.3,52.4,100,373.2,13.2,19.2,,,1319
1400000US06037570501,6037570501,53.7,6.4,10.6,63208,7625,29.4,14.5,9.6,46.5,90,396,10.5,26.1,,,1255
1400000US06037570502,6037570502,59.3,5.9,9.1,59524,6502,31.2,8.2,18.7,41.9,150,375.2,11.5,20.5,,,1298
1400000US06037570601,6037570601,58.3,7.5,11.4,52620,5626,22,21,14.6,42.4,150,399.2,9,19.7,,,1155
1400000US06037570602,6037570602,65.6,6.2,8.7,63182,6555,29.3,12.4,23.2,35.1,150,388.7,11.1,14.4,,,1313
1400000US06037570603,6037570603,56.7,9.2,14,43594,5069,20.6,49.7,4.4,25.2,150,60,6.9,27.9,,,1298
1400000US06037570701,6037570701,66,2.7,3.9,79050,7199,30.4,15.7,26.5,27.4,150,502.6,7.4,6.5,,,1696
1400000US06037570702,6037570702,54.6,2.2,3.9,86116,2284,48.3,10.7,13,27.9,100,495.2,6.9,12.3,,,2229
1400000US06037570800,6037570800,63.8,4.3,6.4,97539,5262,63.7,4,13.6,18.6,150,557.3,4.7,3.8,,,1986
1400000US06037570901,6037570901,61.7,3.6,5.5,103667,5825,58.2,6.7,14.6,20.5,150,569.3,2.1,3.8,,,2330
1400000US06037570902,6037570902,61.8,3.7,5.6,87377,3765,51.8,4.9,10.9,32.4,100,533.6,6.5,1.5,,,1835
1400000US06037571000,6037571000,64.2,4.9,7,99125,5987,71.6,6.6,10.2,11.6,200,584.5,5.6,3.9,,,2172
1400000US06037571101,6037571101,65.4,3.8,5.4,117159,4541,69.5,2.7,7.9,19.9,150,555.3,1.5,2.5,,,2177
1400000US06037571102,6037571102,60.2,2.3,3.7,101250,3992,64.1,2.7,11.8,21.3,100,561.7,2,4.5,,,2082
1400000US06037571200,6037571200,64,2.3,3.5,91049,7850,56.6,11,12.4,20,150,673.9,1.4,8.9,,,1314
1400000US06037571300,6037571300,61,3.6,5.6,103988,4432,59.8,7,19.1,14,150,597,1.9,4.6,,,1779
1400000US06037571400,6037571400,58.7,4.4,7,85337,4605,49.9,11.3,17.7,21.1,150,492.2,3.8,3.9,,,1466
1400000US06037571502,6037571502,62.6,3.9,5.8,58562,4700,32.2,20.5,21.9,25.4,150,464.9,7.7,10,,,1316
1400000US06037571503,6037571503,66.4,3.8,5.5,78194,3621,28.8,19,26.3,25.9,90,476.2,4.6,13.8,,,1531
1400000US06037571504,6037571504,72.1,2.1,2.9,64890,4544,38.3,18.5,11,32.2,150,536.2,7.8,7.8,,,1165
1400000US06037571600,6037571600,38,12.9,25.4,16378,2303,15.6,57.1,2.5,24.9,100,317.6,5.9,58.8,,,347
1400000US06037571701,6037571701,59.4,7.1,10.7,51642,6155,32,15.7,13.7,38.6,150,375.4,15.4,13.8,,,1246
1400000US06037571703,6037571703,58,6.2,9.7,39913,4087,17.8,22.2,11.6,48.4,80,358.1,10,11.4,,,1178
1400000US06037571704,6037571704,57.5,8.9,13.3,45517,4324,24.6,19.4,6.3,49.8,90,348.6,13.2,26.1,,,1153
1400000US06037571800,6037571800,59.7,2.6,4.1,106250,3134,60.3,9.2,13.1,17.4,100,801.2,2,4.1,,,1576
1400000US06037571900,6037571900,62.4,2,3.1,68333,5792,57.4,13.9,9.1,19.6,100,705.1,5,2.9,,,1359
1400000US06037572001,6037572001,70.5,4.3,5.7,100000,5805,61.4,5.1,11.4,22.1,150,611,4.7,5.8,,,1444
1400000US06037572002,6037572002,52.4,4.8,8.4,71615,5144,46.8,26.9,18.5,7.9,150,396.4,4.9,10,,,1399
1400000US06037572100,6037572100,59.1,3.1,4.9,112083,1098,48.9,12.2,27.2,11.7,60,411.9,12.9,3.9,,,1268
1400000US06037572201,6037572201,53.2,2.7,4.8,67872,6120,40,18.5,28.1,13.5,100,447,2.9,13.5,,,1267
1400000US06037572202,6037572202,65.2,2.2,3.2,92606,3739,31.9,12.9,31.1,24.1,90,469.1,6.8,8.6,,,1154
1400000US06037572301,6037572301,62.6,7.7,10.9,60417,4118,51.7,6.8,21.6,19.9,100,366.5,13,18,,,1356
1400000US06037572302,6037572302,58.5,4.3,6.8,73375,3531,34.7,14.1,23.2,28.1,100,410.4,13.1,10.5,,,1416
1400000US06037572400,6037572400,56.1,5.2,8.5,94097,1256,32.4,15.2,26.3,26.1,40,464.6,8,19.9,,,0
1400000US06037572500,6037572500,51.4,5.9,10.4,29566,3684,28.6,28,11.5,31.9,90,222,8.1,31.9,,,468
1400000US06037572600,6037572600,57.9,6.5,10.1,66500,5799,29,10.6,31.8,28.7,100,409.3,5.8,12,,,1656
1400000US06037572700,6037572700,51.2,7,12,63591,5556,31.4,6.2,42.9,19.5,100,358.6,9.1,13.9,,,1167
1400000US06037572800,6037572800,29.9,7.3,19.5,17661,917,43.6,32.9,7.2,16.2,30,,7.3,65.7,,,675
1400000US06037572900,6037572900,56.7,6.2,9.9,42824,5541,52.7,6.4,14.9,26.1,100,348.3,18.1,23.3,,,1120
1400000US06037573002,6037573002,61.6,2.9,4.5,33420,4157,63.9,16.3,7,12.8,80,466.7,26.3,37.8,,,1091
1400000US06037573003,6037573003,66.6,1.5,2.2,63182,1919,54.6,9.8,18.1,17.6,100,465.5,13,17.6,,,1053
1400000US06037573004,6037573004,58.7,3.7,5.9,40829,4553,50.4,24.6,7.5,17.5,100,443.4,13.2,26.7,,,1144
1400000US06037573100,6037573100,59.6,2.3,3.7,54554,7547,47.3,19.2,16.8,16.7,100,461.9,11.2,18.4,,,1170
1400000US06037573201,6037573201,56.8,1.6,2.7,39375,4775,51.6,12.3,21,15.1,100,392.3,15.1,27.6,,,1060
1400000US06037573202,6037573202,57.4,5.1,8.2,46923,6220,47.7,14.1,18.6,19.7,150,365.4,12.6,19.6,,,1189
1400000US06037573300,6037573300,47.2,4.9,9.4,35524,4153,34.2,16.7,38.3,10.8,90,407.1,11.5,37,,,1196
1400000US06037573401,6037573401,67.1,8.7,11.5,73750,1466,43.8,16.2,22.9,17.1,70,595.9,4.8,7.2,,,1190
1400000US06037573402,6037573402,66.1,4.6,6.5,68083,6653,57.2,7.9,23.5,11.4,150,398.3,16.3,14.7,,,1329
1400000US06037573403,6037573403,62.9,3,4.5,101179,3436,47.6,16.5,24.9,11.1,100,579.7,2.9,14.2,,,2245
1400000US06037573601,6037573601,64.3,2.4,3.6,120259,6046,73.9,10,6,10,150,598.9,2.5,5.4,,,2432
1400000US06037573700,6037573700,64.2,1.3,2,108819,4990,78.5,2.2,10,9.3,150,594.4,2.3,3.3,,,2268
1400000US06037573800,6037573800,64.9,1.9,2.8,116985,4377,73.4,2.1,9.2,15.3,150,617.1,3.7,6.1,,,2544
1400000US06037573902,6037573902,60.1,0.8,1.4,126250,1979,71,6.8,12.2,9.9,150,766.7,1.8,2.1,,,1517
1400000US06037574000,6037574000,63.8,1.5,2.3,133169,5319,78.4,3.8,7.9,9.8,200,655.4,2.3,5.3,,,2158
1400000US06037574100,6037574100,64.9,1.6,2.4,105556,5085,75.1,1.8,10.2,12.9,200,605.5,4.9,3.7,,,2268
1400000US06037574201,6037574201,60.7,2.4,3.7,101411,3087,75.5,3.5,12.9,8.1,100,602.9,2.4,4,,,2019
1400000US06037574202,6037574202,54.5,2.2,3.9,72269,2330,76.4,5.4,5.2,13,100,566.9,1.6,9.7,,,1615
1400000US06037574300,6037574300,61.2,2.8,4.4,103264,5884,83.7,1.1,9.2,6,100,623.7,2.1,3.3,,,1817
1400000US06037574400,6037574400,59.3,3.9,6.2,106278,5237,77.7,6.9,9.1,6.2,200,634.8,1.8,4.3,,,2438
1400000US06037574500,6037574500,58.3,2.6,4.3,93646,6656,75.7,5.1,8.1,11.1,150,652.3,1.3,5.4,,,2680
1400000US06037574601,6037574601,20.2,7.5,27.1,-,2241,65.3,4.1,19.7,10.8,0,,2.6,-,,,0
1400000US06037574602,6037574602,47.2,0,0,84762,1217,74.7,0.9,13.6,10.8,90,717.3,2.9,12.7,,,2313
1400000US06037574700,6037574700,0,0,-,-,139,64,20.1,2.2,13.7,0,,-,-,,,0
1400000US06037574800,6037574800,69.1,1.4,2,74073,2976,76.8,10.2,7.9,5,150,963.8,7.3,9.3,,,1360
1400000US06037574901,6037574901,64.4,3.8,5.6,110769,3711,77.8,1.1,9.4,11.6,150,613.5,7,6.2,,,1923
1400000US06037574902,6037574902,41.7,4.6,9.9,52674,5528,55,11.5,23.9,9.6,150,534.7,8.7,50.2,,,1840
1400000US06037575001,6037575001,67.2,5.3,7.3,80250,3763,57.3,12.5,19.2,11.1,150,479,5.2,12.5,,,1875
1400000US06037575002,6037575002,63,3.9,5.8,71094,5045,62,7.7,18,12.3,150,517.2,5.4,11.8,,,1647
1400000US06037575101,6037575101,61.7,3.2,4.9,40114,4350,60.4,12.5,17,10.2,100,363.7,16.5,32.6,,,1296
1400000US06037575102,6037575102,52.6,2.9,5.2,32698,4143,51.7,11.4,20.7,16.2,100,372.9,10.6,27.1,,,1100
1400000US06037575103,6037575103,67.2,5.1,7.1,50719,4952,48.9,17.3,9.8,24,150,296.1,13.7,14.9,,,1202
1400000US06037575201,6037575201,55,5.5,9.1,39550,4714,38.2,15.5,27.8,18.5,100,368.9,11.4,22.1,,,1079
1400000US06037575202,6037575202,54.4,10.4,16,40952,4371,54.8,7.3,23.3,14.6,100,385.6,11.6,30.3,,,1064
1400000US06037575300,6037575300,48.1,13.6,22.1,34286,4529,47.7,16.4,21.9,13.9,90,323.4,18.3,39.9,,,979
1400000US06037575401,6037575401,63.4,3.5,5.2,31509,4853,65.5,8,2.7,23.7,90,426.7,28.7,35.2,,,1010
1400000US06037575402,6037575402,66,4.6,6.5,46429,4113,63.8,6.9,5,24.4,150,271.7,25.8,25.7,,,1109
1400000US06037575500,6037575500,32.8,0,0,12135,92,41.3,0,0,58.7,0,,0,71.7,,,585
1400000US06037575801,6037575801,59.6,5.5,8.5,34597,2341,57.5,10.6,5.1,26.8,100,432,26.6,33.2,,,1023
1400000US06037575802,6037575802,59.4,9.5,13.8,31196,5649,61.4,6.8,5.3,26.4,150,490,22.6,37.4,,,1013
1400000US06037575803,6037575803,51.9,3.7,6.6,26149,2938,54.1,11.2,8.6,26.1,90,268.2,14.9,36.4,,,855
1400000US06037575901,6037575901,62.4,6.5,9.5,51772,3601,42.9,20,5.9,31.1,150,309.9,16.5,29.4,,,1121
1400000US06037575902,6037575902,62.3,6.3,9.2,43819,5262,59.5,14.8,7.4,18.2,150,325.6,15.8,19.6,,,1131
1400000US06037576001,6037576001,73.4,3.4,4.5,74648,5081,58.6,13.7,20.4,7.4,150,413.4,5.9,6.7,,,1786
1400000US06037576200,6037576200,59.5,3.3,5.3,35909,5658,54.9,16.1,7.3,21.8,150,379,13.3,28.4,,,1092
1400000US06037576301,6037576301,61.7,3.1,4.7,35550,3990,43.8,20.8,12.7,22.8,150,362.3,10.3,19.9,,,1077
1400000US06037576302,6037576302,62.1,11.6,15.7,35701,4261,44.5,9.4,23.4,22.7,90,371.3,20.1,24.1,,,1101
1400000US06037576401,6037576401,54,3.7,6.5,41016,5204,47.1,13.5,9.8,29.6,80,371.6,20.2,38.1,,,1119
1400000US06037576402,6037576402,58.7,3.7,5.9,40982,5174,52.4,12.6,9.9,25.1,100,385.6,14.6,25.3,,,1132
1400000US06037576403,6037576403,58.3,4.3,6.8,37238,5485,48.6,19.3,12.2,20,100,347,12.3,27,,,1218
1400000US06037576501,6037576501,61.6,5.8,8.6,35596,2833,57,16.1,4.7,22.2,100,372,11.5,29.7,,,1091
1400000US06037576502,6037576502,63.7,4.1,6,46932,4717,53.7,16.9,7.8,21.6,150,311.7,13,22.8,,,1196
1400000US06037576503,6037576503,70.1,4.4,5.9,53257,4510,55.5,15.5,6.7,22.3,150,437.1,11.1,12.9,,,1132
1400000US06037576601,6037576601,77.2,3.4,4.3,63099,4418,72.8,8,3.2,16,150,519.8,7,8.7,,,1374
1400000US06037576602,6037576602,67.7,2.4,3.4,65192,4369,71.4,9.4,6,13.3,150,534.7,6.2,18.2,,,1389
1400000US06037576700,6037576700,65.5,4.4,6.3,64139,3989,68.8,10.7,11.5,9,150,655.3,7.4,10.3,,,1482
1400000US06037576801,6037576801,63.8,3.9,5.8,54589,3991,61.3,11.3,11.8,15.6,100,484.7,5.9,23.4,,,1364
1400000US06037576802,6037576802,74.7,3.6,4.6,58969,3731,59,17.9,9.1,14,150,574.1,2.8,11.1,,,1245
1400000US06037576901,6037576901,54.9,4.9,8.2,31028,5502,49.9,12,15.6,22.6,150,493.1,12.8,33.3,,,1162
1400000US06037576903,6037576903,63.8,1.1,1.6,38590,3349,62.1,14.6,8.9,14.3,100,379.6,16.7,30.5,,,1208
1400000US06037576904,6037576904,65.6,5.3,7.4,50740,3418,58.8,11.3,9.7,20.2,100,507.7,11.1,19.5,,,1237
1400000US06037577000,6037577000,77,3.1,3.9,62089,7265,57.8,11.4,17.3,13.5,150,626,5.5,14.9,,,1377
1400000US06037577100,6037577100,75,2.1,2.7,70396,7003,72.2,4.3,10,13.5,200,704,4.3,7.6,,,1369
1400000US06037577200,6037577200,72.5,5.4,7,86080,5592,77.9,7.7,6.7,7.6,150,752.7,3.3,11.1,,,1669
1400000US06037577300,6037577300,74.9,6.5,8,75904,5515,81.4,2.3,6.6,9.7,150,923.9,7.3,7.9,,,1470
1400000US06037577400,6037577400,74.9,3.3,4.2,93059,3135,83.7,1.4,5.3,9.6,150,958.8,7.9,10.9,,,1636
1400000US06037577501,6037577501,54.2,3.3,5.7,113750,3408,89.1,1,6.8,3.1,150,1176.4,0.6,10.4,,,1739
1400000US06037577504,6037577504,67.8,3.7,5.1,94091,1369,85.6,3.7,4.7,6,100,1466.2,5,9,,,1731
1400000US06037577602,6037577602,51.1,4,7.2,89149,3364,74.3,6.2,10.3,9.2,150,656.4,0.4,6.2,,,2093
1400000US06037577603,6037577603,61.9,3.1,4.7,104989,8141,80.5,3.4,9.2,6.9,200,957.4,3.8,9,,,1597
1400000US06037577604,6037577604,59.9,0.3,0.5,95481,1349,85.7,3.9,6.4,3.9,100,533.3,4.2,4.7,,,2238
1400000US06037599000,6037599000,73.4,0.5,0.6,69353,3669,75,0,0,24.9,100,707.3,11.6,16.6,,,1423
1400000US06037599100,6037599100,50.4,0,0,-,407,85.3,0,0.5,14.3,20,,0,2.7,,,1523
1400000US06037600100,6037600100,52.8,6.7,11.3,29227,7156,26.4,35.8,0.3,37.5,150,368.9,15.9,37.1,,,1074
1400000US06037600201,6037600201,53.5,3.8,6.6,34408,4801,40.9,38.9,0,20.2,90,390.9,11.8,37.9,,,1219
1400000US06037600202,6037600202,50.7,4.9,8.8,33699,6952,30.9,45,0.2,23.9,150,366.3,11.2,28,,,1138
1400000US06037600302,6037600302,48.6,4.9,9.1,49567,2808,16.3,69.9,0.4,13.5,80,369.3,6.6,18.3,,,1200
1400000US06037600303,6037600303,51.2,5.7,10,25781,3961,36.8,35.6,0.1,27.6,80,358.9,19.4,33,,,1068
1400000US06037600304,6037600304,60,4.3,6.7,31339,3905,47.6,31.9,1,19.5,150,376.3,12.8,30.7,,,982
1400000US06037600400,6037600400,49,8,14,45357,4140,12.3,76.2,0,11.6,100,456.8,8.5,16.5,,,1215
1400000US06037600501,6037600501,56.7,5.6,8.9,60921,2534,14.4,68.5,3.3,13.9,150,473.9,8,9,,,1280
1400000US06037600502,6037600502,56.5,5.1,8.3,63182,2407,24.3,45.9,3.6,26.1,80,438.5,15.1,9.7,,,1285
1400000US06037600601,6037600601,53.5,4.3,7.5,72500,2611,4.3,82.2,0.1,13.4,150,506.8,4.8,11.4,,,1435
1400000US06037600602,6037600602,54.4,5.3,8.9,35559,2671,25.4,35.6,1.7,37.3,90,383.3,20.3,28.5,,,1198
1400000US06037600702,6037600702,66.1,2,2.9,91923,4530,8.9,75.3,0,15.8,100,512.6,7.6,9.9,,,1386
1400000US06037600703,6037600703,62.1,4,6,69413,1967,9.3,82.9,0.7,7.2,150,389.7,4.8,8.9,,,2061
1400000US06037600704,6037600704,56.8,3.3,5.6,66250,3218,10.7,83,1.6,4.7,100,487.6,13.6,20.5,,,1497
1400000US06037600801,6037600801,58.8,2.9,4.6,86331,3248,15,78.6,1.6,4.8,80,440.4,9.9,7.4,,,1565
1400000US06037600802,6037600802,63,6.8,9.8,66694,2518,4.2,83.9,2,9.8,90,524.8,7,7.6,,,1377
1400000US06037600902,6037600902,57.3,7,10.9,38608,6718,21.7,45.7,1.2,31.4,100,393.3,13.4,28.2,,,1088
1400000US06037600911,6037600911,62.9,9,12.5,54700,3245,46.3,29.8,1.4,22.5,90,450.6,8.9,12.6,,,1227
1400000US06037600912,6037600912,62,9.9,13.8,50600,5691,48.8,16.6,0.9,33.6,100,373.3,13.4,23.1,,,1241
1400000US06037601001,6037601001,53.1,7.1,11.8,31934,2471,25.7,61.9,0.3,12.2,80,588.3,6.8,12.4,,,1076
1400000US06037601002,6037601002,61.2,6.3,9.3,47624,5099,15.8,53.2,1.7,29.3,90,335.4,13.3,19.6,,,1252
1400000US06037601100,6037601100,62.6,8.1,11.4,34215,6126,20.7,28.8,7.4,43.1,100,297.6,13.8,28.2,,,1258
1400000US06037601202,6037601202,63,4.9,7.2,52578,3924,60.2,4.7,2.7,32.4,80,461.5,13,14,,,1196
1400000US06037601211,6037601211,57.1,5.7,9.1,41469,2844,18.9,41.5,0.3,39.3,100,345.8,13.8,14.7,,,1235
1400000US06037601212,6037601212,60.7,8.2,11.9,45563,6889,26.9,37.4,0,35.7,100,304.2,12.9,21.1,,,1207
1400000US06037601301,6037601301,64.2,8.9,12.2,64805,2018,23.7,62.5,3,10.8,100,594.8,5.8,6.9,,,1633
1400000US06037601302,6037601302,65.6,13.5,17.1,47944,7377,26.4,56.2,3.2,14.2,150,292.8,16.3,19.9,,,1324
1400000US06037601303,6037601303,71.2,7.5,9.5,45607,5221,18.3,49.8,3.3,28.6,150,342.5,17.6,19.8,,,1360
1400000US06037601401,6037601401,58.5,5.2,8.2,46754,5688,24.3,36.2,3.7,35.8,150,348.5,12.7,26.4,,,1200
1400000US06037601402,6037601402,59,4.7,7.4,55714,4850,44.1,2.6,1.2,52.1,100,427.5,13.1,14.4,,,1274
1400000US06037601501,6037601501,61.4,3.7,5.7,36515,3995,48.3,3.7,0,48,80,410,27,26.1,,,1122
1400000US06037601502,6037601502,65.1,1.9,2.9,45132,3956,58.3,1.5,3.2,37.1,90,454.1,18.8,21,,,1191
1400000US06037601600,6037601600,64.3,5,7.2,49667,4122,45,3.1,5.8,46.1,70,379.6,20.8,26.5,,,1072
1400000US06037601700,6037601700,62.4,6.5,9.4,47000,5427,31.2,6.5,1.3,61,90,372.4,24.4,19.4,,,1183
1400000US06037601801,6037601801,65.5,4.6,6.6,36594,2989,60.5,2.7,0,36.8,100,421,16,26.2,,,1130
1400000US06037601802,6037601802,66,6.4,8.8,46789,3956,53.4,3.5,0,43,80,382.8,23.9,18.6,,,1104
1400000US06037601900,6037601900,63.5,4.1,6.1,49855,5147,33.7,16,0.3,50.1,80,359.6,24,24.4,,,1223
1400000US06037602002,6037602002,58.6,8.5,12.6,41678,3012,28.8,10.6,7.6,53,100,390,19.5,13.7,,,1197
1400000US06037602003,6037602003,58.1,6.8,10.5,43810,4457,43.3,11.4,1.4,43.9,100,389.7,24,14.6,,,1369
1400000US06037602004,6037602004,59.4,4.3,6.8,50926,3735,30.9,21.8,1.7,45.6,90,365.3,21.1,17.1,,,1540
1400000US06037602103,6037602103,61.1,5,7.5,37548,6602,31,20.8,6.6,41.5,80,445.7,8.5,17.5,,,1145
1400000US06037602104,6037602104,69.5,4.6,6.2,47344,5861,31.2,22.8,2.5,43.4,100,455.2,20.8,21.3,,,1207
1400000US06037602105,6037602105,61.9,5,7.5,53053,4255,34.9,14.6,4.4,46.1,100,441.7,14.1,16.4,,,1208
1400000US06037602106,6037602106,62.5,4.3,6.4,48646,5547,33.8,17.1,15,34.1,100,412.5,11.6,15,,,1086
1400000US06037602200,6037602200,67.7,2.4,3.4,75417,7639,51,11.9,7.1,30,150,665.7,10.7,17,,,1580
1400000US06037602301,6037602301,64.5,5.6,8,83772,6272,50.1,4.7,5.7,39.4,150,553.9,9.4,6,,,1206
1400000US06037602302,6037602302,70,6.5,8.5,127788,4610,61.8,2.6,21.4,14.2,150,710.5,2.5,4.3,,,2732
1400000US06037602402,6037602402,60.5,2.3,3.6,52891,6234,41,12.5,10,36.5,100,484.5,15.8,11,,,1417
1400000US06037602403,6037602403,67.7,7,9.4,54091,5289,31.9,17.6,13.9,36.6,150,647.9,17.6,14.1,,,1194
1400000US06037602404,6037602404,66.9,3.1,4.4,43429,5292,35.3,16.2,7.8,40.7,150,480.9,14.2,19.5,,,1259
1400000US06037602504,6037602504,70,7.6,9.8,42482,4852,30.6,34.5,10.1,24.8,150,417.1,16.6,17.1,,,1141
1400000US06037602505,6037602505,68.3,6.2,8.4,37917,4370,28.8,32.6,0.6,38,150,299.4,19.7,31.9,,,1115
1400000US06037602506,6037602506,62.5,6.5,9.4,35674,4245,15.7,37.6,5.5,41.3,150,432.9,17.5,21.5,,,1170
1400000US06037602507,6037602507,72.4,4.8,6.2,50477,5099,17.1,49.3,5.1,28.4,100,358.7,11.3,9.7,,,1168
1400000US06037602508,6037602508,68.7,4.7,6.4,48267,7138,23,31.3,6,39.7,100,416.4,12.6,14.4,,,1185
